cod_prov,cod_muni,municipio,year,population
,,"Álamo, El. Mujeres. Total habitantes. Personas. ",2024,5279.0
,,"Alamús, Els. Total. Total habitantes. Personas. ",2024,800.0
,,"Alamús, Els. Hombres. Total habitantes. Personas. ",2024,409.0
,,"Alamús, Els. Mujeres. Total habitantes. Personas. ",2024,391.0
,,Alange. Total. Total habitantes. Personas. ,2024,1808.0
,,Alange. Hombres. Total habitantes. Personas. ,2024,930.0
,,Alange. Mujeres. Total habitantes. Personas. ,2024,878.0
,,Alanís. Total. Total habitantes. Personas. ,2024,1673.0
,,Alanís. Hombres. Total habitantes. Personas. ,2024,826.0
,,Alanís. Mujeres. Total habitantes. Personas. ,2024,847.0
,,Alaquàs. Total. Total habitantes. Personas. ,2024,30022.0
,,Alaquàs. Hombres. Total habitantes. Personas. ,2024,14621.0
,,Alaquàs. Mujeres. Total habitantes. Personas. ,2024,15401.0
,,Alar del Rey. Total. Total habitantes. Personas. ,2024,912.0
,,Alar del Rey. Hombres. Total habitantes. Personas. ,2024,462.0
,,Alar del Rey. Mujeres. Total habitantes. Personas. ,2024,450.0
,,Alaraz. Total. Total habitantes. Personas. ,2024,448.0
,,Alaraz. Hombres. Total habitantes. Personas. ,2024,236.0
,,Alaraz. Mujeres. Total habitantes. Personas. ,2024,212.0
,,Alarba. Total. Total habitantes. Personas. ,2024,93.0
,,Alarba. Hombres. Total habitantes. Personas. ,2024,51.0
,,Alarba. Mujeres. Total habitantes. Personas. ,2024,42.0
,,Alarcón. Total. Total habitantes. Personas. ,2024,176.0
,,Alarcón. Hombres. Total habitantes. Personas. ,2024,78.0
,,Alarcón. Mujeres. Total habitantes. Personas. ,2024,98.0
,,Alarilla. Total. Total habitantes. Personas. ,2024,137.0
,,Alarilla. Hombres. Total habitantes. Personas. ,2024,84.0
,,Alarilla. Mujeres. Total habitantes. Personas. ,2024,53.0
,,Alaró. Total. Total habitantes. Personas. ,2024,6037.0
,,Alaró. Hombres. Total habitantes. Personas. ,2024,2915.0
,,Alaró. Mujeres. Total habitantes. Personas. ,2024,3122.0
,,Alàs i Cerc. Total. Total habitantes. Personas. ,2024,322.0
,,Alàs i Cerc. Hombres. Total habitantes. Personas. ,2024,161.0
,,Alàs i Cerc. Mujeres. Total habitantes. Personas. ,2024,161.0
,,Alatoz. Total. Total habitantes. Personas. ,2024,497.0
,,Alatoz. Hombres. Total habitantes. Personas. ,2024,267.0
,,Alatoz. Mujeres. Total habitantes. Personas. ,2024,230.0
,,Alba. Total. Total habitantes. Personas. ,2024,187.0
,,Alba. Hombres. Total habitantes. Personas. ,2024,112.0
,,Alba. Mujeres. Total habitantes. Personas. ,2024,75.0
,,Alba de Cerrato. Total. Total habitantes. Personas. ,2024,82.0
,,Alba de Cerrato. Hombres. Total habitantes. Personas. ,2024,47.0
,,Alba de Cerrato. Mujeres. Total habitantes. Personas. ,2024,35.0
,,Alba de Tormes. Total. Total habitantes. Personas. ,2024,5122.0
,,Alba de Tormes. Hombres. Total habitantes. Personas. ,2024,2582.0
,,Alba de Tormes. Mujeres. Total habitantes. Personas. ,2024,2540.0
,,Alba de Yeltes. Total. Total habitantes. Personas. ,2024,200.0
,,Alba de Yeltes. Hombres. Total habitantes. Personas. ,2024,111.0
,,Alba de Yeltes. Mujeres. Total habitantes. Personas. ,2024,89.0
,,Albacete. Total. Total habitantes. Personas. ,2024,174137.0
,,Albacete. Hombres. Total habitantes. Personas. ,2024,85115.0
,,Albacete. Mujeres. Total habitantes. Personas. ,2024,89022.0
,,"Albagés, L'. Total. Total habitantes. Personas. ",2024,344.0
,,"Albagés, L'. Hombres. Total habitantes. Personas. ",2024,187.0
,,"Albagés, L'. Mujeres. Total habitantes. Personas. ",2024,157.0
,,Albaida. Total. Total habitantes. Personas. ,2024,6235.0
,,Albaida. Hombres. Total habitantes. Personas. ,2024,3071.0
,,Albaida. Mujeres. Total habitantes. Personas. ,2024,3164.0
,,Albaida del Aljarafe. Total. Total habitantes. Personas. ,2024,3223.0
,,Albaida del Aljarafe. Hombres. Total habitantes. Personas. ,2024,1579.0
,,Albaida del Aljarafe. Mujeres. Total habitantes. Personas. ,2024,1644.0
,,Albal. Total. Total habitantes. Personas. ,2024,17038.0
,,Albal. Hombres. Total habitantes. Personas. ,2024,8508.0
,,Albal. Mujeres. Total habitantes. Personas. ,2024,8530.0
,,Albalá. Total. Total habitantes. Personas. ,2024,657.0
,,Albalá. Hombres. Total habitantes. Personas. ,2024,341.0
,,Albalá. Mujeres. Total habitantes. Personas. ,2024,316.0
,,Albaladejo. Total. Total habitantes. Personas. ,2024,1003.0
,,Albaladejo. Hombres. Total habitantes. Personas. ,2024,522.0
,,Albaladejo. Mujeres. Total habitantes. Personas. ,2024,481.0
,,Albaladejo del Cuende. Total. Total habitantes. Personas. ,2024,215.0
,,Albaladejo del Cuende. Hombres. Total habitantes. Personas. ,2024,118.0
,,Albaladejo del Cuende. Mujeres. Total habitantes. Personas. ,2024,97.0
,,Albalat de la Ribera. Total. Total habitantes. Personas. ,2024,3446.0
,,Albalat de la Ribera. Hombres. Total habitantes. Personas. ,2024,1738.0
,,Albalat de la Ribera. Mujeres. Total habitantes. Personas. ,2024,1708.0
,,Albalat dels Sorells. Total. Total habitantes. Personas. ,2024,4249.0
,,Albalat dels Sorells. Hombres. Total habitantes. Personas. ,2024,2085.0
,,Albalat dels Sorells. Mujeres. Total habitantes. Personas. ,2024,2164.0
,,Albalat dels Tarongers. Total. Total habitantes. Personas. ,2024,1516.0
,,Albalat dels Tarongers. Hombres. Total habitantes. Personas. ,2024,799.0
,,Albalat dels Tarongers. Mujeres. Total habitantes. Personas. ,2024,717.0
,,Albalate de Cinca. Total. Total habitantes. Personas. ,2024,1142.0
,,Albalate de Cinca. Hombres. Total habitantes. Personas. ,2024,630.0
,,Albalate de Cinca. Mujeres. Total habitantes. Personas. ,2024,512.0
,,Albalate de las Nogueras. Total. Total habitantes. Personas. ,2024,271.0
,,Albalate de las Nogueras. Hombres. Total habitantes. Personas. ,2024,142.0
,,Albalate de las Nogueras. Mujeres. Total habitantes. Personas. ,2024,129.0
,,Albalate de Zorita. Total. Total habitantes. Personas. ,2024,1146.0
,,Albalate de Zorita. Hombres. Total habitantes. Personas. ,2024,629.0
,,Albalate de Zorita. Mujeres. Total habitantes. Personas. ,2024,517.0
,,Albalate del Arzobispo. Total. Total habitantes. Personas. ,2024,1933.0
,,Albalate del Arzobispo. Hombres. Total habitantes. Personas. ,2024,1007.0
,,Albalate del Arzobispo. Mujeres. Total habitantes. Personas. ,2024,926.0
,,Albalatillo. Total. Total habitantes. Personas. ,2024,211.0
,,Albalatillo. Hombres. Total habitantes. Personas. ,2024,115.0
,,Albalatillo. Mujeres. Total habitantes. Personas. ,2024,96.0
,,Albanchez. Total. Total habitantes. Personas. ,2024,682.0
,,Albanchez. Hombres. Total habitantes. Personas. ,2024,367.0
,,Albanchez. Mujeres. Total habitantes. Personas. ,2024,315.0
,,Albanchez de Mágina. Total. Total habitantes. Personas. ,2024,930.0
,,Albanchez de Mágina. Hombres. Total habitantes. Personas. ,2024,488.0
,,Albanchez de Mágina. Mujeres. Total habitantes. Personas. ,2024,442.0
,,Albanyà. Total. Total habitantes. Personas. ,2024,168.0
,,Albanyà. Hombres. Total habitantes. Personas. ,2024,85.0
,,Albanyà. Mujeres. Total habitantes. Personas. ,2024,83.0
,,Albares. Total. Total habitantes. Personas. ,2024,608.0
,,Albares. Hombres. Total habitantes. Personas. ,2024,316.0
,,Albares. Mujeres. Total habitantes. Personas. ,2024,292.0
,,Albarracín. Total. Total habitantes. Personas. ,2024,1002.0
,,Albarracín. Hombres. Total habitantes. Personas. ,2024,516.0
,,Albarracín. Mujeres. Total habitantes. Personas. ,2024,486.0
,,Albarreal de Tajo. Total. Total habitantes. Personas. ,2024,762.0
,,Albarreal de Tajo. Hombres. Total habitantes. Personas. ,2024,385.0
,,Albarreal de Tajo. Mujeres. Total habitantes. Personas. ,2024,377.0
,,Albatana. Total. Total habitantes. Personas. ,2024,663.0
,,Albatana. Hombres. Total habitantes. Personas. ,2024,342.0
,,Albatana. Mujeres. Total habitantes. Personas. ,2024,321.0
,,Albatàrrec. Total. Total habitantes. Personas. ,2024,2251.0
,,Albatàrrec. Hombres. Total habitantes. Personas. ,2024,1141.0
,,Albatàrrec. Mujeres. Total habitantes. Personas. ,2024,1110.0
,,Albatera. Total. Total habitantes. Personas. ,2024,13296.0
,,Albatera. Hombres. Total habitantes. Personas. ,2024,6785.0
,,Albatera. Mujeres. Total habitantes. Personas. ,2024,6511.0
,,Albelda. Total. Total habitantes. Personas. ,2024,709.0
,,Albelda. Hombres. Total habitantes. Personas. ,2024,360.0
,,Albelda. Mujeres. Total habitantes. Personas. ,2024,349.0
,,Albelda de Iregua. Total. Total habitantes. Personas. ,2024,3855.0
,,Albelda de Iregua. Hombres. Total habitantes. Personas. ,2024,1991.0
,,Albelda de Iregua. Mujeres. Total habitantes. Personas. ,2024,1864.0
,,Albendea. Total. Total habitantes. Personas. ,2024,119.0
,,Albendea. Hombres. Total habitantes. Personas. ,2024,61.0
,,Albendea. Mujeres. Total habitantes. Personas. ,2024,58.0
,,Albendiego. Total. Total habitantes. Personas. ,2024,44.0
,,Albendiego. Hombres. Total habitantes. Personas. ,2024,29.0
,,Albendiego. Mujeres. Total habitantes. Personas. ,2024,15.0
,,Albentosa. Total. Total habitantes. Personas. ,2024,299.0
,,Albentosa. Hombres. Total habitantes. Personas. ,2024,153.0
,,Albentosa. Mujeres. Total habitantes. Personas. ,2024,146.0
,,"Alberca de Záncara, La. Total. Total habitantes. Personas. ",2024,1531.0
,,"Alberca de Záncara, La. Hombres. Total habitantes. Personas. ",2024,779.0
,,"Alberca de Záncara, La. Mujeres. Total habitantes. Personas. ",2024,752.0
,,"Alberca, La. Total. Total habitantes. Personas. ",2024,1045.0
,,"Alberca, La. Hombres. Total habitantes. Personas. ",2024,517.0
,,"Alberca, La. Mujeres. Total habitantes. Personas. ",2024,528.0
,,"Alberguería de Argañán, La. Total. Total habitantes. Personas. ",2024,98.0
,,"Alberguería de Argañán, La. Hombres. Total habitantes. Personas. ",2024,54.0
,,"Alberguería de Argañán, La. Mujeres. Total habitantes. Personas. ",2024,44.0
,,Alberic. Total. Total habitantes. Personas. ,2024,10945.0
,,Alberic. Hombres. Total habitantes. Personas. ,2024,5462.0
,,Alberic. Mujeres. Total habitantes. Personas. ,2024,5483.0
,,Alberite. Total. Total habitantes. Personas. ,2024,2674.0
,,Alberite. Hombres. Total habitantes. Personas. ,2024,1369.0
,,Alberite. Mujeres. Total habitantes. Personas. ,2024,1305.0
,,Alberite de San Juan. Total. Total habitantes. Personas. ,2024,84.0
,,Alberite de San Juan. Hombres. Total habitantes. Personas. ,2024,47.0
,,Alberite de San Juan. Mujeres. Total habitantes. Personas. ,2024,37.0
,,Albero Alto. Total. Total habitantes. Personas. ,2024,128.0
,,Albero Alto. Hombres. Total habitantes. Personas. ,2024,72.0
,,Albero Alto. Mujeres. Total habitantes. Personas. ,2024,56.0
,,Albero Bajo. Total. Total habitantes. Personas. ,2024,111.0
,,Albero Bajo. Hombres. Total habitantes. Personas. ,2024,66.0
,,Albero Bajo. Mujeres. Total habitantes. Personas. ,2024,45.0
,,Alberuela de Tubo. Total. Total habitantes. Personas. ,2024,283.0
,,Alberuela de Tubo. Hombres. Total habitantes. Personas. ,2024,149.0
,,Alberuela de Tubo. Mujeres. Total habitantes. Personas. ,2024,134.0
,,Albesa. Total. Total habitantes. Personas. ,2024,1584.0
,,Albesa. Hombres. Total habitantes. Personas. ,2024,859.0
,,Albesa. Mujeres. Total habitantes. Personas. ,2024,725.0
,,Albeta. Total. Total habitantes. Personas. ,2024,141.0
,,Albeta. Hombres. Total habitantes. Personas. ,2024,73.0
,,Albeta. Mujeres. Total habitantes. Personas. ,2024,68.0
,,"Albi, L'. Total. Total habitantes. Personas. ",2024,766.0
,,"Albi, L'. Hombres. Total habitantes. Personas. ",2024,393.0
,,"Albi, L'. Mujeres. Total habitantes. Personas. ",2024,373.0
,,Albillos. Total. Total habitantes. Personas. ,2024,214.0
,,Albillos. Hombres. Total habitantes. Personas. ,2024,120.0
,,Albillos. Mujeres. Total habitantes. Personas. ,2024,94.0
,,Albinyana. Total. Total habitantes. Personas. ,2024,2677.0
,,Albinyana. Hombres. Total habitantes. Personas. ,2024,1380.0
,,Albinyana. Mujeres. Total habitantes. Personas. ,2024,1297.0
,,"Albiol, L'. Total. Total habitantes. Personas. ",2024,537.0
,,"Albiol, L'. Hombres. Total habitantes. Personas. ",2024,285.0
,,"Albiol, L'. Mujeres. Total habitantes. Personas. ",2024,252.0
,,Albiztur. Total. Total habitantes. Personas. ,2024,324.0
,,Albiztur. Hombres. Total habitantes. Personas. ,2024,170.0
,,Albiztur. Mujeres. Total habitantes. Personas. ,2024,154.0
,,Albocàsser. Total. Total habitantes. Personas. ,2024,1338.0
,,Albocàsser. Hombres. Total habitantes. Personas. ,2024,666.0
,,Albocàsser. Mujeres. Total habitantes. Personas. ,2024,672.0
,,Alboloduy. Total. Total habitantes. Personas. ,2024,585.0
,,Alboloduy. Hombres. Total habitantes. Personas. ,2024,284.0
,,Alboloduy. Mujeres. Total habitantes. Personas. ,2024,301.0
,,Albolote. Total. Total habitantes. Personas. ,2024,19587.0
,,Albolote. Hombres. Total habitantes. Personas. ,2024,9597.0
,,Albolote. Mujeres. Total habitantes. Personas. ,2024,9990.0
,,Albondón. Total. Total habitantes. Personas. ,2024,712.0
,,Albondón. Hombres. Total habitantes. Personas. ,2024,402.0
,,Albondón. Mujeres. Total habitantes. Personas. ,2024,310.0
,,Albons. Total. Total habitantes. Personas. ,2024,830.0
,,Albons. Hombres. Total habitantes. Personas. ,2024,425.0
,,Albons. Mujeres. Total habitantes. Personas. ,2024,405.0
,,Alborache. Total. Total habitantes. Personas. ,2024,1471.0
,,Alborache. Hombres. Total habitantes. Personas. ,2024,778.0
,,Alborache. Mujeres. Total habitantes. Personas. ,2024,693.0
,,Alboraia/Alboraya. Total. Total habitantes. Personas. ,2024,26259.0
,,Alboraia/Alboraya. Hombres. Total habitantes. Personas. ,2024,12719.0
,,Alboraia/Alboraya. Mujeres. Total habitantes. Personas. ,2024,13540.0
,,Alborea. Total. Total habitantes. Personas. ,2024,676.0
,,Alborea. Hombres. Total habitantes. Personas. ,2024,363.0
,,Alborea. Mujeres. Total habitantes. Personas. ,2024,313.0
,,Alborge. Total. Total habitantes. Personas. ,2024,102.0
,,Alborge. Hombres. Total habitantes. Personas. ,2024,58.0
,,Alborge. Mujeres. Total habitantes. Personas. ,2024,44.0
,,Albornos. Total. Total habitantes. Personas. ,2024,175.0
,,Albornos. Hombres. Total habitantes. Personas. ,2024,92.0
,,Albornos. Mujeres. Total habitantes. Personas. ,2024,83.0
,,Albox. Total. Total habitantes. Personas. ,2024,12408.0
,,Albox. Hombres. Total habitantes. Personas. ,2024,6336.0
,,Albox. Mujeres. Total habitantes. Personas. ,2024,6072.0
,,Albudeite. Total. Total habitantes. Personas. ,2024,1400.0
,,Albudeite. Hombres. Total habitantes. Personas. ,2024,712.0
,,Albudeite. Mujeres. Total habitantes. Personas. ,2024,688.0
,,"Albuera, La. Total. Total habitantes. Personas. ",2024,1992.0
,,"Albuera, La. Hombres. Total habitantes. Personas. ",2024,1025.0
,,"Albuera, La. Mujeres. Total habitantes. Personas. ",2024,967.0
,,Albuixech. Total. Total habitantes. Personas. ,2024,4419.0
,,Albuixech. Hombres. Total habitantes. Personas. ,2024,2110.0
,,Albuixech. Mujeres. Total habitantes. Personas. ,2024,2309.0
,,Albuñán. Total. Total habitantes. Personas. ,2024,422.0
,,Albuñán. Hombres. Total habitantes. Personas. ,2024,223.0
,,Albuñán. Mujeres. Total habitantes. Personas. ,2024,199.0
,,Albuñol. Total. Total habitantes. Personas. ,2024,7357.0
,,Albuñol. Hombres. Total habitantes. Personas. ,2024,4039.0
,,Albuñol. Mujeres. Total habitantes. Personas. ,2024,3318.0
,,Albuñuelas. Total. Total habitantes. Personas. ,2024,794.0
,,Albuñuelas. Hombres. Total habitantes. Personas. ,2024,401.0
,,Albuñuelas. Mujeres. Total habitantes. Personas. ,2024,393.0
,,Alburquerque. Total. Total habitantes. Personas. ,2024,4998.0
,,Alburquerque. Hombres. Total habitantes. Personas. ,2024,2503.0
,,Alburquerque. Mujeres. Total habitantes. Personas. ,2024,2495.0
,,Alcabón. Total. Total habitantes. Personas. ,2024,761.0
,,Alcabón. Hombres. Total habitantes. Personas. ,2024,383.0
,,Alcabón. Mujeres. Total habitantes. Personas. ,2024,378.0
,,Alcadozo. Total. Total habitantes. Personas. ,2024,641.0
,,Alcadozo. Hombres. Total habitantes. Personas. ,2024,351.0
,,Alcadozo. Mujeres. Total habitantes. Personas. ,2024,290.0
,,Alcaine. Total. Total habitantes. Personas. ,2024,39.0
,,Alcaine. Hombres. Total habitantes. Personas. ,2024,25.0
,,Alcaine. Mujeres. Total habitantes. Personas. ,2024,14.0
,,Alcalá de Ebro. Total. Total habitantes. Personas. ,2024,243.0
,,Alcalá de Ebro. Hombres. Total habitantes. Personas. ,2024,117.0
,,Alcalá de Ebro. Mujeres. Total habitantes. Personas. ,2024,126.0
,,Alcalá de Guadaíra. Total. Total habitantes. Personas. ,2024,76922.0
,,Alcalá de Guadaíra. Hombres. Total habitantes. Personas. ,2024,38146.0
,,Alcalá de Guadaíra. Mujeres. Total habitantes. Personas. ,2024,38776.0
,,Alcalá de Gurrea. Total. Total habitantes. Personas. ,2024,272.0
,,Alcalá de Gurrea. Hombres. Total habitantes. Personas. ,2024,146.0
,,Alcalá de Gurrea. Mujeres. Total habitantes. Personas. ,2024,126.0
,,Alcalá de Henares. Total. Total habitantes. Personas. ,2024,200702.0
,,Alcalá de Henares. Hombres. Total habitantes. Personas. ,2024,96841.0
,,Alcalá de Henares. Mujeres. Total habitantes. Personas. ,2024,103861.0
,,Alcalá de la Selva. Total. Total habitantes. Personas. ,2024,378.0
,,Alcalá de la Selva. Hombres. Total habitantes. Personas. ,2024,212.0
,,Alcalá de la Selva. Mujeres. Total habitantes. Personas. ,2024,166.0
,,Alcalá de la Vega. Total. Total habitantes. Personas. ,2024,70.0
,,Alcalá de la Vega. Hombres. Total habitantes. Personas. ,2024,42.0
,,Alcalá de la Vega. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Alcalá de los Gazules. Total. Total habitantes. Personas. ,2024,5223.0
,,Alcalá de los Gazules. Hombres. Total habitantes. Personas. ,2024,2683.0
,,Alcalá de los Gazules. Mujeres. Total habitantes. Personas. ,2024,2540.0
,,Alcalá de Moncayo. Total. Total habitantes. Personas. ,2024,153.0
,,Alcalá de Moncayo. Hombres. Total habitantes. Personas. ,2024,86.0
,,Alcalá de Moncayo. Mujeres. Total habitantes. Personas. ,2024,67.0
,,Alcalà de Xivert. Total. Total habitantes. Personas. ,2024,7176.0
,,Alcalà de Xivert. Hombres. Total habitantes. Personas. ,2024,3631.0
,,Alcalà de Xivert. Mujeres. Total habitantes. Personas. ,2024,3545.0
,,Alcalá del Júcar. Total. Total habitantes. Personas. ,2024,1117.0
,,Alcalá del Júcar. Hombres. Total habitantes. Personas. ,2024,585.0
,,Alcalá del Júcar. Mujeres. Total habitantes. Personas. ,2024,532.0
,,Alcalá del Obispo. Total. Total habitantes. Personas. ,2024,372.0
,,Alcalá del Obispo. Hombres. Total habitantes. Personas. ,2024,210.0
,,Alcalá del Obispo. Mujeres. Total habitantes. Personas. ,2024,162.0
,,Alcalá del Río. Total. Total habitantes. Personas. ,2024,12250.0
,,Alcalá del Río. Hombres. Total habitantes. Personas. ,2024,6207.0
,,Alcalá del Río. Mujeres. Total habitantes. Personas. ,2024,6043.0
,,Alcalá del Valle. Total. Total habitantes. Personas. ,2024,4936.0
,,Alcalá del Valle. Hombres. Total habitantes. Personas. ,2024,2484.0
,,Alcalá del Valle. Mujeres. Total habitantes. Personas. ,2024,2452.0
,,Alcalá la Real. Total. Total habitantes. Personas. ,2024,21581.0
,,Alcalá la Real. Hombres. Total habitantes. Personas. ,2024,10627.0
,,Alcalá la Real. Mujeres. Total habitantes. Personas. ,2024,10954.0
,,Alcalalí. Total. Total habitantes. Personas. ,2024,1406.0
,,Alcalalí. Hombres. Total habitantes. Personas. ,2024,690.0
,,Alcalalí. Mujeres. Total habitantes. Personas. ,2024,716.0
,,Alcampell. Total. Total habitantes. Personas. ,2024,639.0
,,Alcampell. Hombres. Total habitantes. Personas. ,2024,302.0
,,Alcampell. Mujeres. Total habitantes. Personas. ,2024,337.0
,,Alcanadre. Total. Total habitantes. Personas. ,2024,647.0
,,Alcanadre. Hombres. Total habitantes. Personas. ,2024,345.0
,,Alcanadre. Mujeres. Total habitantes. Personas. ,2024,302.0
,,Alcanar. Total. Total habitantes. Personas. ,2024,9943.0
,,Alcanar. Hombres. Total habitantes. Personas. ,2024,5024.0
