cod_prov,cod_muni,municipio,year,population
,,Valdeobispo. Hombres. Total habitantes. Personas. ,2024,306.0
,,Valdeobispo. Mujeres. Total habitantes. Personas. ,2024,304.0
,,Valdeolea. Total. Total habitantes. Personas. ,2024,884.0
,,Valdeolea. Hombres. Total habitantes. Personas. ,2024,484.0
,,Valdeolea. Mujeres. Total habitantes. Personas. ,2024,400.0
,,Valdeolivas. Total. Total habitantes. Personas. ,2024,202.0
,,Valdeolivas. Hombres. Total habitantes. Personas. ,2024,125.0
,,Valdeolivas. Mujeres. Total habitantes. Personas. ,2024,77.0
,,Valdeolmillos. Total. Total habitantes. Personas. ,2024,60.0
,,Valdeolmillos. Hombres. Total habitantes. Personas. ,2024,36.0
,,Valdeolmillos. Mujeres. Total habitantes. Personas. ,2024,24.0
,,Valdeolmos-Alalpardo. Total. Total habitantes. Personas. ,2024,4568.0
,,Valdeolmos-Alalpardo. Hombres. Total habitantes. Personas. ,2024,2329.0
,,Valdeolmos-Alalpardo. Mujeres. Total habitantes. Personas. ,2024,2239.0
,,Valdepeñas. Total. Total habitantes. Personas. ,2024,30617.0
,,Valdepeñas. Hombres. Total habitantes. Personas. ,2024,14946.0
,,Valdepeñas. Mujeres. Total habitantes. Personas. ,2024,15671.0
,,Valdepeñas de Jaén. Total. Total habitantes. Personas. ,2024,3556.0
,,Valdepeñas de Jaén. Hombres. Total habitantes. Personas. ,2024,1774.0
,,Valdepeñas de Jaén. Mujeres. Total habitantes. Personas. ,2024,1782.0
,,Valdepeñas de la Sierra. Total. Total habitantes. Personas. ,2024,149.0
,,Valdepeñas de la Sierra. Hombres. Total habitantes. Personas. ,2024,87.0
,,Valdepeñas de la Sierra. Mujeres. Total habitantes. Personas. ,2024,62.0
,,Valdepiélago. Total. Total habitantes. Personas. ,2024,308.0
,,Valdepiélago. Hombres. Total habitantes. Personas. ,2024,176.0
,,Valdepiélago. Mujeres. Total habitantes. Personas. ,2024,132.0
,,Valdepiélagos. Total. Total habitantes. Personas. ,2024,619.0
,,Valdepiélagos. Hombres. Total habitantes. Personas. ,2024,323.0
,,Valdepiélagos. Mujeres. Total habitantes. Personas. ,2024,296.0
,,Valdepolo. Total. Total habitantes. Personas. ,2024,1215.0
,,Valdepolo. Hombres. Total habitantes. Personas. ,2024,655.0
,,Valdepolo. Mujeres. Total habitantes. Personas. ,2024,560.0
,,Valdeprado. Total. Total habitantes. Personas. ,2024,8.0
,,Valdeprado. Hombres. Total habitantes. Personas. ,2024,3.0
,,Valdeprado. Mujeres. Total habitantes. Personas. ,2024,5.0
,,Valdeprado del Río. Total. Total habitantes. Personas. ,2024,320.0
,,Valdeprado del Río. Hombres. Total habitantes. Personas. ,2024,184.0
,,Valdeprado del Río. Mujeres. Total habitantes. Personas. ,2024,136.0
,,Valdeprados. Total. Total habitantes. Personas. ,2024,60.0
,,Valdeprados. Hombres. Total habitantes. Personas. ,2024,32.0
,,Valdeprados. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Valderas. Total. Total habitantes. Personas. ,2024,1489.0
,,Valderas. Hombres. Total habitantes. Personas. ,2024,771.0
,,Valderas. Mujeres. Total habitantes. Personas. ,2024,718.0
,,Valderrábano. Total. Total habitantes. Personas. ,2024,47.0
,,Valderrábano. Hombres. Total habitantes. Personas. ,2024,25.0
,,Valderrábano. Mujeres. Total habitantes. Personas. ,2024,22.0
,,Valderrebollo. Total. Total habitantes. Personas. ,2024,25.0
,,Valderrebollo. Hombres. Total habitantes. Personas. ,2024,14.0
,,Valderrebollo. Mujeres. Total habitantes. Personas. ,2024,11.0
,,Valderredible. Total. Total habitantes. Personas. ,2024,931.0
,,Valderredible. Hombres. Total habitantes. Personas. ,2024,531.0
,,Valderredible. Mujeres. Total habitantes. Personas. ,2024,400.0
,,Valderrey. Total. Total habitantes. Personas. ,2024,416.0
,,Valderrey. Hombres. Total habitantes. Personas. ,2024,214.0
,,Valderrey. Mujeres. Total habitantes. Personas. ,2024,202.0
,,Valderrobres. Total. Total habitantes. Personas. ,2024,2545.0
,,Valderrobres. Hombres. Total habitantes. Personas. ,2024,1297.0
,,Valderrobres. Mujeres. Total habitantes. Personas. ,2024,1248.0
,,Valderrodilla. Total. Total habitantes. Personas. ,2024,62.0
,,Valderrodilla. Hombres. Total habitantes. Personas. ,2024,35.0
,,Valderrodilla. Mujeres. Total habitantes. Personas. ,2024,27.0
,,Valderrodrigo. Total. Total habitantes. Personas. ,2024,128.0
,,Valderrodrigo. Hombres. Total habitantes. Personas. ,2024,67.0
,,Valderrodrigo. Mujeres. Total habitantes. Personas. ,2024,61.0
,,Valderrubio. Total. Total habitantes. Personas. ,2024,2077.0
,,Valderrubio. Hombres. Total habitantes. Personas. ,2024,1027.0
,,Valderrubio. Mujeres. Total habitantes. Personas. ,2024,1050.0
,,Valderrueda. Total. Total habitantes. Personas. ,2024,821.0
,,Valderrueda. Hombres. Total habitantes. Personas. ,2024,455.0
,,Valderrueda. Mujeres. Total habitantes. Personas. ,2024,366.0
,,Valdés. Total. Total habitantes. Personas. ,2024,10895.0
,,Valdés. Hombres. Total habitantes. Personas. ,2024,5360.0
,,Valdés. Mujeres. Total habitantes. Personas. ,2024,5535.0
,,Valdesamario. Total. Total habitantes. Personas. ,2024,175.0
,,Valdesamario. Hombres. Total habitantes. Personas. ,2024,100.0
,,Valdesamario. Mujeres. Total habitantes. Personas. ,2024,75.0
,,Valdescorriel. Total. Total habitantes. Personas. ,2024,131.0
,,Valdescorriel. Hombres. Total habitantes. Personas. ,2024,69.0
,,Valdescorriel. Mujeres. Total habitantes. Personas. ,2024,62.0
,,Valdesotos. Total. Total habitantes. Personas. ,2024,31.0
,,Valdesotos. Hombres. Total habitantes. Personas. ,2024,19.0
,,Valdesotos. Mujeres. Total habitantes. Personas. ,2024,12.0
,,Valdestillas. Total. Total habitantes. Personas. ,2024,1612.0
,,Valdestillas. Hombres. Total habitantes. Personas. ,2024,833.0
,,Valdestillas. Mujeres. Total habitantes. Personas. ,2024,779.0
,,Valdetorres. Total. Total habitantes. Personas. ,2024,1135.0
,,Valdetorres. Hombres. Total habitantes. Personas. ,2024,558.0
,,Valdetorres. Mujeres. Total habitantes. Personas. ,2024,577.0
,,Valdetorres de Jarama. Total. Total habitantes. Personas. ,2024,5026.0
,,Valdetorres de Jarama. Hombres. Total habitantes. Personas. ,2024,2508.0
,,Valdetorres de Jarama. Mujeres. Total habitantes. Personas. ,2024,2518.0
,,Valdetórtola. Total. Total habitantes. Personas. ,2024,123.0
,,Valdetórtola. Hombres. Total habitantes. Personas. ,2024,70.0
,,Valdetórtola. Mujeres. Total habitantes. Personas. ,2024,53.0
,,Valde-Ucieza. Total. Total habitantes. Personas. ,2024,76.0
,,Valde-Ucieza. Hombres. Total habitantes. Personas. ,2024,48.0
,,Valde-Ucieza. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Valdevacas de Montejo. Total. Total habitantes. Personas. ,2024,29.0
,,Valdevacas de Montejo. Hombres. Total habitantes. Personas. ,2024,16.0
,,Valdevacas de Montejo. Mujeres. Total habitantes. Personas. ,2024,13.0
,,Valdevacas y Guijar. Total. Total habitantes. Personas. ,2024,80.0
,,Valdevacas y Guijar. Hombres. Total habitantes. Personas. ,2024,43.0
,,Valdevacas y Guijar. Mujeres. Total habitantes. Personas. ,2024,37.0
,,Valdeverdeja. Total. Total habitantes. Personas. ,2024,565.0
,,Valdeverdeja. Hombres. Total habitantes. Personas. ,2024,284.0
,,Valdeverdeja. Mujeres. Total habitantes. Personas. ,2024,281.0
,,Valdevimbre. Total. Total habitantes. Personas. ,2024,894.0
,,Valdevimbre. Hombres. Total habitantes. Personas. ,2024,460.0
,,Valdevimbre. Mujeres. Total habitantes. Personas. ,2024,434.0
,,Valdezate. Total. Total habitantes. Personas. ,2024,121.0
,,Valdezate. Hombres. Total habitantes. Personas. ,2024,70.0
,,Valdezate. Mujeres. Total habitantes. Personas. ,2024,51.0
,,Valdilecha. Total. Total habitantes. Personas. ,2024,3213.0
,,Valdilecha. Hombres. Total habitantes. Personas. ,2024,1651.0
,,Valdilecha. Mujeres. Total habitantes. Personas. ,2024,1562.0
,,Valdorros. Total. Total habitantes. Personas. ,2024,375.0
,,Valdorros. Hombres. Total habitantes. Personas. ,2024,210.0
,,Valdorros. Mujeres. Total habitantes. Personas. ,2024,165.0
,,Valdoviño. Total. Total habitantes. Personas. ,2024,6857.0
,,Valdoviño. Hombres. Total habitantes. Personas. ,2024,3340.0
,,Valdoviño. Mujeres. Total habitantes. Personas. ,2024,3517.0
,,Valdunciel. Total. Total habitantes. Personas. ,2024,110.0
,,Valdunciel. Hombres. Total habitantes. Personas. ,2024,56.0
,,Valdunciel. Mujeres. Total habitantes. Personas. ,2024,54.0
,,Valdunquillo. Total. Total habitantes. Personas. ,2024,116.0
,,Valdunquillo. Hombres. Total habitantes. Personas. ,2024,59.0
,,Valdunquillo. Mujeres. Total habitantes. Personas. ,2024,57.0
,,València. Total. Total habitantes. Personas. ,2024,825948.0
,,València. Hombres. Total habitantes. Personas. ,2024,391970.0
,,València. Mujeres. Total habitantes. Personas. ,2024,433978.0
,,Valencia de Alcántara. Total. Total habitantes. Personas. ,2024,5196.0
,,Valencia de Alcántara. Hombres. Total habitantes. Personas. ,2024,2562.0
,,Valencia de Alcántara. Mujeres. Total habitantes. Personas. ,2024,2634.0
,,Valencia de Don Juan. Total. Total habitantes. Personas. ,2024,5094.0
,,Valencia de Don Juan. Hombres. Total habitantes. Personas. ,2024,2470.0
,,Valencia de Don Juan. Mujeres. Total habitantes. Personas. ,2024,2624.0
,,Valencia de las Torres. Total. Total habitantes. Personas. ,2024,480.0
,,Valencia de las Torres. Hombres. Total habitantes. Personas. ,2024,256.0
,,Valencia de las Torres. Mujeres. Total habitantes. Personas. ,2024,224.0
,,Valencia del Mombuey. Total. Total habitantes. Personas. ,2024,713.0
,,Valencia del Mombuey. Hombres. Total habitantes. Personas. ,2024,369.0
,,Valencia del Mombuey. Mujeres. Total habitantes. Personas. ,2024,344.0
,,Valencia del Ventoso. Total. Total habitantes. Personas. ,2024,1885.0
,,Valencia del Ventoso. Hombres. Total habitantes. Personas. ,2024,953.0
,,Valencia del Ventoso. Mujeres. Total habitantes. Personas. ,2024,932.0
,,Valencina de la Concepción. Total. Total habitantes. Personas. ,2024,8080.0
,,Valencina de la Concepción. Hombres. Total habitantes. Personas. ,2024,3950.0
,,Valencina de la Concepción. Mujeres. Total habitantes. Personas. ,2024,4130.0
,,Valenzuela. Total. Total habitantes. Personas. ,2024,1041.0
,,Valenzuela. Hombres. Total habitantes. Personas. ,2024,526.0
,,Valenzuela. Mujeres. Total habitantes. Personas. ,2024,515.0
,,Valenzuela de Calatrava. Total. Total habitantes. Personas. ,2024,653.0
,,Valenzuela de Calatrava. Hombres. Total habitantes. Personas. ,2024,310.0
,,Valenzuela de Calatrava. Mujeres. Total habitantes. Personas. ,2024,343.0
,,"Valeras, Las. Total. Total habitantes. Personas. ",2024,1564.0
,,"Valeras, Las. Hombres. Total habitantes. Personas. ",2024,838.0
,,"Valeras, Las. Mujeres. Total habitantes. Personas. ",2024,726.0
,,Valero. Total. Total habitantes. Personas. ,2024,286.0
,,Valero. Hombres. Total habitantes. Personas. ,2024,165.0
,,Valero. Mujeres. Total habitantes. Personas. ,2024,121.0
,,Valfarta. Total. Total habitantes. Personas. ,2024,54.0
,,Valfarta. Hombres. Total habitantes. Personas. ,2024,35.0
,,Valfarta. Mujeres. Total habitantes. Personas. ,2024,19.0
,,Valfermoso de Tajuña. Total. Total habitantes. Personas. ,2024,75.0
,,Valfermoso de Tajuña. Hombres. Total habitantes. Personas. ,2024,46.0
,,Valfermoso de Tajuña. Mujeres. Total habitantes. Personas. ,2024,29.0
,,Valga. Total. Total habitantes. Personas. ,2024,5671.0
,,Valga. Hombres. Total habitantes. Personas. ,2024,2770.0
,,Valga. Mujeres. Total habitantes. Personas. ,2024,2901.0
,,Valgañón. Total. Total habitantes. Personas. ,2024,132.0
,,Valgañón. Hombres. Total habitantes. Personas. ,2024,76.0
,,Valgañón. Mujeres. Total habitantes. Personas. ,2024,56.0
,,Valhermoso. Total. Total habitantes. Personas. ,2024,18.0
,,Valhermoso. Hombres. Total habitantes. Personas. ,2024,14.0
,,Valhermoso. Mujeres. Total habitantes. Personas. ,2024,4.0
,,Valhermoso de la Fuente. Total. Total habitantes. Personas. ,2024,59.0
,,Valhermoso de la Fuente. Hombres. Total habitantes. Personas. ,2024,34.0
,,Valhermoso de la Fuente. Mujeres. Total habitantes. Personas. ,2024,25.0
,,Valjunquera. Total. Total habitantes. Personas. ,2024,328.0
,,Valjunquera. Hombres. Total habitantes. Personas. ,2024,171.0
,,Valjunquera. Mujeres. Total habitantes. Personas. ,2024,157.0
,,Vall d'Alba. Total. Total habitantes. Personas. ,2024,3103.0
,,Vall d'Alba. Hombres. Total habitantes. Personas. ,2024,1642.0
,,Vall d'Alba. Mujeres. Total habitantes. Personas. ,2024,1461.0
,,"Vall d'Alcalà, la. Total. Total habitantes. Personas. ",2024,175.0
,,"Vall d'Alcalà, la. Hombres. Total habitantes. Personas. ",2024,90.0
,,"Vall d'Alcalà, la. Mujeres. Total habitantes. Personas. ",2024,85.0
,,Vall de Almonacid. Total. Total habitantes. Personas. ,2024,281.0
,,Vall de Almonacid. Hombres. Total habitantes. Personas. ,2024,148.0
,,Vall de Almonacid. Mujeres. Total habitantes. Personas. ,2024,133.0
,,"Vall de Bianya, La. Total. Total habitantes. Personas. ",2024,1350.0
,,"Vall de Bianya, La. Hombres. Total habitantes. Personas. ",2024,669.0
,,"Vall de Bianya, La. Mujeres. Total habitantes. Personas. ",2024,681.0
,,"Vall de Boí, La. Total. Total habitantes. Personas. ",2024,1116.0
,,"Vall de Boí, La. Hombres. Total habitantes. Personas. ",2024,599.0
,,"Vall de Boí, La. Mujeres. Total habitantes. Personas. ",2024,517.0
,,Vall de Cardós. Total. Total habitantes. Personas. ,2024,375.0
,,Vall de Cardós. Hombres. Total habitantes. Personas. ,2024,205.0
,,Vall de Cardós. Mujeres. Total habitantes. Personas. ,2024,170.0
,,"Vall de Gallinera, la. Total. Total habitantes. Personas. ",2024,584.0
,,"Vall de Gallinera, la. Hombres. Total habitantes. Personas. ",2024,296.0
,,"Vall de Gallinera, la. Mujeres. Total habitantes. Personas. ",2024,288.0
,,"Vall de Laguar, la. Total. Total habitantes. Personas. ",2024,903.0
,,"Vall de Laguar, la. Hombres. Total habitantes. Personas. ",2024,455.0
,,"Vall de Laguar, la. Mujeres. Total habitantes. Personas. ",2024,448.0
,,"Vall d'Ebo, la. Total. Total habitantes. Personas. ",2024,230.0
,,"Vall d'Ebo, la. Hombres. Total habitantes. Personas. ",2024,121.0
,,"Vall d'Ebo, la. Mujeres. Total habitantes. Personas. ",2024,109.0
,,"Vall d'en Bas, La. Total. Total habitantes. Personas. ",2024,3219.0
,,"Vall d'en Bas, La. Hombres. Total habitantes. Personas. ",2024,1630.0
,,"Vall d'en Bas, La. Mujeres. Total habitantes. Personas. ",2024,1589.0
,,"Vall d'Uixó, la. Total. Total habitantes. Personas. ",2024,31884.0
,,"Vall d'Uixó, la. Hombres. Total habitantes. Personas. ",2024,15654.0
,,"Vall d'Uixó, la. Mujeres. Total habitantes. Personas. ",2024,16230.0
,,Vallada. Total. Total habitantes. Personas. ,2024,3079.0
,,Vallada. Hombres. Total habitantes. Personas. ,2024,1579.0
,,Vallada. Mujeres. Total habitantes. Personas. ,2024,1500.0
,,Valladolid. Total. Total habitantes. Personas. ,2024,300618.0
,,Valladolid. Hombres. Total habitantes. Personas. ,2024,140820.0
,,Valladolid. Mujeres. Total habitantes. Personas. ,2024,159798.0
,,Vallanca. Total. Total habitantes. Personas. ,2024,131.0
,,Vallanca. Hombres. Total habitantes. Personas. ,2024,69.0
,,Vallanca. Mujeres. Total habitantes. Personas. ,2024,62.0
,,Vallarta de Bureba. Total. Total habitantes. Personas. ,2024,42.0
,,Vallarta de Bureba. Hombres. Total habitantes. Personas. ,2024,27.0
,,Vallarta de Bureba. Mujeres. Total habitantes. Personas. ,2024,15.0
,,Vallat. Total. Total habitantes. Personas. ,2024,71.0
,,Vallat. Hombres. Total habitantes. Personas. ,2024,35.0
,,Vallat. Mujeres. Total habitantes. Personas. ,2024,36.0
,,Vallbona d'Anoia. Total. Total habitantes. Personas. ,2024,1406.0
,,Vallbona d'Anoia. Hombres. Total habitantes. Personas. ,2024,721.0
,,Vallbona d'Anoia. Mujeres. Total habitantes. Personas. ,2024,685.0
,,Vallbona de les Monges. Total. Total habitantes. Personas. ,2024,223.0
,,Vallbona de les Monges. Hombres. Total habitantes. Personas. ,2024,119.0
,,Vallbona de les Monges. Mujeres. Total habitantes. Personas. ,2024,104.0
,,Vallcebre. Total. Total habitantes. Personas. ,2024,271.0
,,Vallcebre. Hombres. Total habitantes. Personas. ,2024,142.0
,,Vallcebre. Mujeres. Total habitantes. Personas. ,2024,129.0
,,Vallclara. Total. Total habitantes. Personas. ,2024,89.0
,,Vallclara. Hombres. Total habitantes. Personas. ,2024,55.0
,,Vallclara. Mujeres. Total habitantes. Personas. ,2024,34.0
,,Valldemossa. Total. Total habitantes. Personas. ,2024,2016.0
,,Valldemossa. Hombres. Total habitantes. Personas. ,2024,1029.0
,,Valldemossa. Mujeres. Total habitantes. Personas. ,2024,987.0
,,Valle de Abdalajís. Total. Total habitantes. Personas. ,2024,2435.0
,,Valle de Abdalajís. Hombres. Total habitantes. Personas. ,2024,1225.0
,,Valle de Abdalajís. Mujeres. Total habitantes. Personas. ,2024,1210.0
,,"Valle de Altomira, El. Total. Total habitantes. Personas. ",2024,205.0
,,"Valle de Altomira, El. Hombres. Total habitantes. Personas. ",2024,114.0
,,"Valle de Altomira, El. Mujeres. Total habitantes. Personas. ",2024,91.0
,,Valle de Bardají. Total. Total habitantes. Personas. ,2024,55.0
,,Valle de Bardají. Hombres. Total habitantes. Personas. ,2024,35.0
,,Valle de Bardají. Mujeres. Total habitantes. Personas. ,2024,20.0
,,Valle de Cerrato. Total. Total habitantes. Personas. ,2024,83.0
,,Valle de Cerrato. Hombres. Total habitantes. Personas. ,2024,45.0
,,Valle de Cerrato. Mujeres. Total habitantes. Personas. ,2024,38.0
,,Valle de Egüés/Eguesibar. Total. Total habitantes. Personas. ,2024,22443.0
,,Valle de Egüés/Eguesibar. Hombres. Total habitantes. Personas. ,2024,11163.0
,,Valle de Egüés/Eguesibar. Mujeres. Total habitantes. Personas. ,2024,11280.0
,,Valle de Hecho. Total. Total habitantes. Personas. ,2024,798.0
,,Valle de Hecho. Hombres. Total habitantes. Personas. ,2024,424.0
,,Valle de Hecho. Mujeres. Total habitantes. Personas. ,2024,374.0
,,Valle de la Serena. Total. Total habitantes. Personas. ,2024,1093.0
,,Valle de la Serena. Hombres. Total habitantes. Personas. ,2024,557.0
,,Valle de la Serena. Mujeres. Total habitantes. Personas. ,2024,536.0
,,Valle de las Navas. Total. Total habitantes. Personas. ,2024,543.0
,,Valle de las Navas. Hombres. Total habitantes. Personas. ,2024,318.0
,,Valle de las Navas. Mujeres. Total habitantes. Personas. ,2024,225.0
,,Valle de Lierp. Total. Total habitantes. Personas. ,2024,58.0
,,Valle de Lierp. Hombres. Total habitantes. Personas. ,2024,37.0
,,Valle de Lierp. Mujeres. Total habitantes. Personas. ,2024,21.0
,,Valle de Losa. Total. Total habitantes. Personas. ,2024,496.0
,,Valle de Losa. Hombres. Total habitantes. Personas. ,2024,281.0
,,Valle de Losa. Mujeres. Total habitantes. Personas. ,2024,215.0
,,Valle de Manzanedo. Total. Total habitantes. Personas. ,2024,115.0
,,Valle de Manzanedo. Hombres. Total habitantes. Personas. ,2024,63.0
,,Valle de Manzanedo. Mujeres. Total habitantes. Personas. ,2024,52.0
,,Valle de Matamoros. Total. Total habitantes. Personas. ,2024,332.0
,,Valle de Matamoros. Hombres. Total habitantes. Personas. ,2024,168.0
,,Valle de Matamoros. Mujeres. Total habitantes. Personas. ,2024,164.0
,,Valle de Mena. Total. Total habitantes. Personas. ,2024,4140.0
,,Valle de Mena. Hombres. Total habitantes. Personas. ,2024,2094.0
,,Valle de Mena. Mujeres. Total habitantes. Personas. ,2024,2046.0
,,Valle de Oca. Total. Total habitantes. Personas. ,2024,163.0
,,Valle de Oca. Hombres. Total habitantes. Personas. ,2024,96.0
,,Valle de Oca. Mujeres. Total habitantes. Personas. ,2024,67.0
,,Valle de Ollo/Ollaran. Total. Total habitantes. Personas. ,2024,436.0
,,Valle de Ollo/Ollaran. Hombres. Total habitantes. Personas. ,2024,238.0
,,Valle de Ollo/Ollaran. Mujeres. Total habitantes. Personas. ,2024,198.0
,,Valle de Santa Ana. Total. Total habitantes. Personas. ,2024,1107.0
,,Valle de Santa Ana. Hombres. Total habitantes. Personas. ,2024,548.0
,,Valle de Santa Ana. Mujeres. Total habitantes. Personas. ,2024,559.0
,,Valle de Santibáñez. Total. Total habitantes. Personas. ,2024,479.0
,,Valle de Santibáñez. Hombres. Total habitantes. Personas. ,2024,284.0
,,Valle de Santibáñez. Mujeres. Total habitantes. Personas. ,2024,195.0
,,Valle de Sedano. Total. Total habitantes. Personas. ,2024,409.0
,,Valle de Sedano. Hombres. Total habitantes. Personas. ,2024,232.0
,,Valle de Sedano. Mujeres. Total habitantes. Personas. ,2024,177.0
,,Valle de Tabladillo. Total. Total habitantes. Personas. ,2024,74.0
,,Valle de Tabladillo. Hombres. Total habitantes. Personas. ,2024,46.0
,,Valle de Tabladillo. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Valle de Tobalina. Total. Total habitantes. Personas. ,2024,863.0
,,Valle de Tobalina. Hombres. Total habitantes. Personas. ,2024,472.0
,,Valle de Tobalina. Mujeres. Total habitantes. Personas. ,2024,391.0
,,Valle de Trápaga-Trapagaran. Total. Total habitantes. Personas. ,2024,11898.0
,,Valle de Trápaga-Trapagaran. Hombres. Total habitantes. Personas. ,2024,5804.0
,,Valle de Trápaga-Trapagaran. Mujeres. Total habitantes. Personas. ,2024,6094.0
,,Valle de Valdebezana. Total. Total habitantes. Personas. ,2024,482.0
,,Valle de Valdebezana. Hombres. Total habitantes. Personas. ,2024,265.0
,,Valle de Valdebezana. Mujeres. Total habitantes. Personas. ,2024,217.0
,,Valle de Valdelaguna. Total. Total habitantes. Personas. ,2024,191.0
,,Valle de Valdelaguna. Hombres. Total habitantes. Personas. ,2024,113.0
,,Valle de Valdelaguna. Mujeres. Total habitantes. Personas. ,2024,78.0
,,Valle de Valdelucio. Total. Total habitantes. Personas. ,2024,330.0
,,Valle de Valdelucio. Hombres. Total habitantes. Personas. ,2024,189.0
,,Valle de Valdelucio. Mujeres. Total habitantes. Personas. ,2024,141.0
,,Valle de Villaverde. Total. Total habitantes. Personas. ,2024,252.0
,,Valle de Villaverde. Hombres. Total habitantes. Personas. ,2024,145.0
,,Valle de Villaverde. Mujeres. Total habitantes. Personas. ,2024,107.0
,,Valle de Yerri/Deierri. Total. Total habitantes. Personas. ,2024,1566.0
,,Valle de Yerri/Deierri. Hombres. Total habitantes. Personas. ,2024,801.0
,,Valle de Yerri/Deierri. Mujeres. Total habitantes. Personas. ,2024,765.0
,,Valle de Zamanzas. Total. Total habitantes. Personas. ,2024,45.0
,,Valle de Zamanzas. Hombres. Total habitantes. Personas. ,2024,29.0
,,Valle de Zamanzas. Mujeres. Total habitantes. Personas. ,2024,16.0
,,Valle del Retortillo. Total. Total habitantes. Personas. ,2024,168.0
,,Valle del Retortillo. Hombres. Total habitantes. Personas. ,2024,97.0
,,Valle del Retortillo. Mujeres. Total habitantes. Personas. ,2024,71.0
,,Valle del Zalabí. Total. Total habitantes. Personas. ,2024,2122.0
,,Valle del Zalabí. Hombres. Total habitantes. Personas. ,2024,1070.0
,,Valle del Zalabí. Mujeres. Total habitantes. Personas. ,2024,1052.0
,,Valle Gran Rey. Total. Total habitantes. Personas. ,2024,4854.0
,,Valle Gran Rey. Hombres. Total habitantes. Personas. ,2024,2469.0
,,Valle Gran Rey. Mujeres. Total habitantes. Personas. ,2024,2385.0
,,"Valle, El. Total. Total habitantes. Personas. ",2024,937.0
,,"Valle, El. Hombres. Total habitantes. Personas. ",2024,476.0
,,"Valle, El. Mujeres. Total habitantes. Personas. ",2024,461.0
,,Vallecillo. Total. Total habitantes. Personas. ,2024,101.0
,,Vallecillo. Hombres. Total habitantes. Personas. ,2024,57.0
,,Vallecillo. Mujeres. Total habitantes. Personas. ,2024,44.0
,,"Vallecillo, El. Total. Total habitantes. Personas. ",2024,37.0
,,"Vallecillo, El. Hombres. Total habitantes. Personas. ",2024,21.0
,,"Vallecillo, El. Mujeres. Total habitantes. Personas. ",2024,16.0
,,Vallehermoso. Total. Total habitantes. Personas. ,2024,2954.0
,,Vallehermoso. Hombres. Total habitantes. Personas. ,2024,1529.0
,,Vallehermoso. Mujeres. Total habitantes. Personas. ,2024,1425.0
,,Vallejera. Total. Total habitantes. Personas. ,2024,39.0
,,Vallejera. Hombres. Total habitantes. Personas. ,2024,23.0
,,Vallejera. Mujeres. Total habitantes. Personas. ,2024,16.0
,,Vallejera de Riofrío. Total. Total habitantes. Personas. ,2024,72.0
,,Vallejera de Riofrío. Hombres. Total habitantes. Personas. ,2024,37.0
,,Vallejera de Riofrío. Mujeres. Total habitantes. Personas. ,2024,35.0
,,Vallelado. Total. Total habitantes. Personas. ,2024,728.0
,,Vallelado. Hombres. Total habitantes. Personas. ,2024,379.0
,,Vallelado. Mujeres. Total habitantes. Personas. ,2024,349.0
,,Valleruela de Pedraza. Total. Total habitantes. Personas. ,2024,65.0
,,Valleruela de Pedraza. Hombres. Total habitantes. Personas. ,2024,31.0
,,Valleruela de Pedraza. Mujeres. Total habitantes. Personas. ,2024,34.0
,,Valleruela de Sepúlveda. Total. Total habitantes. Personas. ,2024,52.0
,,Valleruela de Sepúlveda. Hombres. Total habitantes. Personas. ,2024,24.0
,,Valleruela de Sepúlveda. Mujeres. Total habitantes. Personas. ,2024,28.0
,,Vallés. Total. Total habitantes. Personas. ,2024,148.0
,,Vallés. Hombres. Total habitantes. Personas. ,2024,83.0
,,Vallés. Mujeres. Total habitantes. Personas. ,2024,65.0
,,Valles de Palenzuela. Total. Total habitantes. Personas. ,2024,75.0
,,Valles de Palenzuela. Hombres. Total habitantes. Personas. ,2024,43.0
,,Valles de Palenzuela. Mujeres. Total habitantes. Personas. ,2024,32.0
,,Vallesa de la Guareña. Total. Total habitantes. Personas. ,2024,68.0
,,Vallesa de la Guareña. Hombres. Total habitantes. Personas. ,2024,38.0
,,Vallesa de la Guareña. Mujeres. Total habitantes. Personas. ,2024,30.0
,,Valleseco. Total. Total habitantes. Personas. ,2024,3741.0
,,Valleseco. Hombres. Total habitantes. Personas. ,2024,1965.0
,,Valleseco. Mujeres. Total habitantes. Personas. ,2024,1776.0
,,Vallfogona de Balaguer. Total. Total habitantes. Personas. ,2024,2000.0
,,Vallfogona de Balaguer. Hombres. Total habitantes. Personas. ,2024,1007.0
,,Vallfogona de Balaguer. Mujeres. Total habitantes. Personas. ,2024,993.0
,,Vallfogona de Ripollès. Total. Total habitantes. Personas. ,2024,222.0
,,Vallfogona de Ripollès. Hombres. Total habitantes. Personas. ,2024,115.0
,,Vallfogona de Ripollès. Mujeres. Total habitantes. Personas. ,2024,107.0
,,Vallfogona de Riucorb. Total. Total habitantes. Personas. ,2024,97.0
,,Vallfogona de Riucorb. Hombres. Total habitantes. Personas. ,2024,54.0
,,Vallfogona de Riucorb. Mujeres. Total habitantes. Personas. ,2024,43.0
,,Vallgorguina. Total. Total habitantes. Personas. ,2024,3198.0
,,Vallgorguina. Hombres. Total habitantes. Personas. ,2024,1638.0
